as_of,target,target_end_date,location,location_name,observation,weekly_rate
4/8/2026,wk inc flu hosp,10/1/2022,US,US,921,0.270793956
4/8/2026,wk inc flu hosp,10/8/2022,US,US,1306,0.383992298
4/8/2026,wk inc flu hosp,10/15/2022,US,US,1670,0.491016186
4/8/2026,wk inc flu hosp,10/22/2022,US,US,2269,0.667135165
4/8/2026,wk inc flu hosp,10/29/2022,US,US,4177,1.228128507
4/8/2026,wk inc flu hosp,11/5/2022,US,US,6397,1.88085661
4/8/2026,wk inc flu hosp,11/12/2022,US,US,8569,2.519471673
4/8/2026,wk inc flu hosp,11/19/2022,US,US,10926,3.212480745
4/8/2026,wk inc flu hosp,11/26/2022,US,US,18142,5.334141101
4/8/2026,wk inc flu hosp,12/3/2022,US,US,26807,7.881838854
4/8/2026,wk inc flu hosp,12/10/2022,US,US,23993,7.054461881
4/8/2026,wk inc flu hosp,12/17/2022,US,US,21563,6.339989227
4/8/2026,wk inc flu hosp,12/24/2022,US,US,19596,5.761648606
4/8/2026,wk inc flu hosp,12/31/2022,US,US,19447,5.717839378
4/8/2026,wk inc flu hosp,1/7/2023,US,US,14055,4.132474544
4/8/2026,wk inc flu hosp,1/14/2023,US,US,7174,2.109311446
4/8/2026,wk inc flu hosp,1/21/2023,US,US,4485,1.318687181
4/8/2026,wk inc flu hosp,1/28/2023,US,US,3088,0.907938911
4/8/2026,wk inc flu hosp,2/4/2023,US,US,2590,0.76151612
4/8/2026,wk inc flu hosp,2/11/2023,US,US,2175,0.639497128
4/8/2026,wk inc flu hosp,2/18/2023,US,US,1904,0.559817256
4/8/2026,wk inc flu hosp,2/25/2023,US,US,1645,0.483665644
4/8/2026,wk inc flu hosp,3/4/2023,US,US,1500,0.441032502
4/8/2026,wk inc flu hosp,3/11/2023,US,US,1369,0.402515664
4/8/2026,wk inc flu hosp,3/18/2023,US,US,1410,0.414570552
4/8/2026,wk inc flu hosp,3/25/2023,US,US,1329,0.390754797
4/8/2026,wk inc flu hosp,4/1/2023,US,US,1292,0.379875995
4/8/2026,wk inc flu hosp,4/8/2023,US,US,1197,0.351943937
4/8/2026,wk inc flu hosp,4/15/2023,US,US,1077,0.316661336
4/8/2026,wk inc flu hosp,4/22/2023,US,US,980,0.288141235
4/8/2026,wk inc flu hosp,4/29/2023,US,US,902,0.265207545
4/8/2026,wk inc flu hosp,5/6/2023,US,US,991,0.291375473
4/8/2026,wk inc flu hosp,5/13/2023,US,US,978,0.287553191
4/8/2026,wk inc flu hosp,5/20/2023,US,US,1116,0.328128181
4/8/2026,wk inc flu hosp,5/27/2023,US,US,973,0.286083083
4/8/2026,wk inc flu hosp,6/3/2023,US,US,939,0.276086346
4/8/2026,wk inc flu hosp,6/10/2023,US,US,935,0.27491026
4/8/2026,wk inc flu hosp,6/17/2023,US,US,873,0.256680916
4/8/2026,wk inc flu hosp,6/24/2023,US,US,813,0.239039616
4/8/2026,wk inc flu hosp,7/1/2023,US,US,836,0.245802114
4/8/2026,wk inc flu hosp,7/8/2023,US,US,699,0.205521146
4/8/2026,wk inc flu hosp,7/15/2023,US,US,736,0.216399948
4/8/2026,wk inc flu hosp,7/22/2023,US,US,644,0.189349954
4/8/2026,wk inc flu hosp,7/29/2023,US,US,767,0.225514619
4/8/2026,wk inc flu hosp,8/5/2023,US,US,687,0.201992886
4/8/2026,wk inc flu hosp,8/12/2023,US,US,703,0.206697233
4/8/2026,wk inc flu hosp,8/19/2023,US,US,737,0.216693969
4/8/2026,wk inc flu hosp,8/26/2023,US,US,791,0.232571139
4/8/2026,wk inc flu hosp,9/2/2023,US,US,873,0.256680916
4/8/2026,wk inc flu hosp,9/9/2023,US,US,803,0.236099399
4/8/2026,wk inc flu hosp,9/16/2023,US,US,818,0.240509724
4/8/2026,wk inc flu hosp,9/23/2023,US,US,878,0.258151025
4/8/2026,wk inc flu hosp,9/30/2023,US,US,1023,0.300784166
4/8/2026,wk inc flu hosp,10/7/2023,US,US,1107,0.325481986
4/8/2026,wk inc flu hosp,10/14/2023,US,US,1214,0.356942305
4/8/2026,wk inc flu hosp,10/21/2023,US,US,1460,0.429271635
4/8/2026,wk inc flu hosp,10/28/2023,US,US,1613,0.47425695
4/8/2026,wk inc flu hosp,11/4/2023,US,US,2010,0.590983553
4/8/2026,wk inc flu hosp,11/11/2023,US,US,2775,0.815910129
4/8/2026,wk inc flu hosp,11/18/2023,US,US,3490,1.026135621
4/8/2026,wk inc flu hosp,11/25/2023,US,US,4379,1.287520884
4/8/2026,wk inc flu hosp,12/2/2023,US,US,5946,1.748252838
4/8/2026,wk inc flu hosp,12/9/2023,US,US,7473,2.197223925
4/8/2026,wk inc flu hosp,12/16/2023,US,US,10266,3.018426444
4/8/2026,wk inc flu hosp,12/23/2023,US,US,15710,4.619080404
4/8/2026,wk inc flu hosp,12/30/2023,US,US,21667,6.370567481
4/8/2026,wk inc flu hosp,1/6/2024,US,US,19502,5.73401057
4/8/2026,wk inc flu hosp,1/13/2024,US,US,15888,4.671416261
4/8/2026,wk inc flu hosp,1/20/2024,US,US,13290,3.907547968
4/8/2026,wk inc flu hosp,1/27/2024,US,US,12978,3.815813207
4/8/2026,wk inc flu hosp,2/3/2024,US,US,11950,3.513558933
4/8/2026,wk inc flu hosp,2/10/2024,US,US,11625,3.418001891
4/8/2026,wk inc flu hosp,2/17/2024,US,US,11114,3.267756818
4/8/2026,wk inc flu hosp,2/24/2024,US,US,10853,3.191017163
4/8/2026,wk inc flu hosp,3/2/2024,US,US,10797,3.174551949
4/8/2026,wk inc flu hosp,3/9/2024,US,US,9408,2.766155853
4/8/2026,wk inc flu hosp,3/16/2024,US,US,7318,2.151650566
4/8/2026,wk inc flu hosp,3/23/2024,US,US,6036,1.774714788
4/8/2026,wk inc flu hosp,3/30/2024,US,US,5571,1.637994712
4/8/2026,wk inc flu hosp,4/6/2024,US,US,5066,1.48951377
4/8/2026,wk inc flu hosp,4/13/2024,US,US,4069,1.196374167
4/8/2026,wk inc flu hosp,4/20/2024,US,US,2938,0.863835661
4/8/2026,wk inc flu hosp,4/27/2024,US,US,2414,0.709768307
4/8/2026,wk inc flu hosp,5/4/2024,US,US,1484,0.436328155
4/8/2026,wk inc flu hosp,5/11/2024,US,US,852,0.250506461
4/8/2026,wk inc flu hosp,5/18/2024,US,US,681,0.200228756
4/8/2026,wk inc flu hosp,5/25/2024,US,US,610,0.179353217
4/8/2026,wk inc flu hosp,6/1/2024,US,US,590,0.173472784
4/8/2026,wk inc flu hosp,6/8/2024,US,US,511,0.150245072
4/8/2026,wk inc flu hosp,6/15/2024,US,US,517,0.152009202
4/8/2026,wk inc flu hosp,6/22/2024,US,US,441,0.129663556
4/8/2026,wk inc flu hosp,6/29/2024,US,US,356,0.104671714
4/8/2026,wk inc flu hosp,7/6/2024,US,US,341,0.100261389
4/8/2026,wk inc flu hosp,7/13/2024,US,US,367,0.107905952
4/8/2026,wk inc flu hosp,7/20/2024,US,US,324,0.09526302
4/8/2026,wk inc flu hosp,7/27/2024,US,US,273,0.080267915
4/8/2026,wk inc flu hosp,8/3/2024,US,US,275,0.080855959
4/8/2026,wk inc flu hosp,8/10/2024,US,US,275,0.080855959
4/8/2026,wk inc flu hosp,8/17/2024,US,US,273,0.080267915
4/8/2026,wk inc flu hosp,8/24/2024,US,US,274,0.080561937
4/8/2026,wk inc flu hosp,8/31/2024,US,US,259,0.076151612
4/8/2026,wk inc flu hosp,9/7/2024,US,US,223,0.065566832
4/8/2026,wk inc flu hosp,9/14/2024,US,US,319,0.093792912
4/8/2026,wk inc flu hosp,9/21/2024,US,US,293,0.086148349
4/8/2026,wk inc flu hosp,9/28/2024,US,US,223,0.065566832
4/8/2026,wk inc flu hosp,10/5/2024,US,US,286,0.084090197
4/8/2026,wk inc flu hosp,10/12/2024,US,US,295,0.086736392
4/8/2026,wk inc flu hosp,10/19/2024,US,US,556,0.163476047
4/8/2026,wk inc flu hosp,10/26/2024,US,US,1087,0.319601553
4/8/2026,wk inc flu hosp,11/2/2024,US,US,1017,0.299020036
4/8/2026,wk inc flu hosp,11/9/2024,US,US,2176,0.63979115
4/8/2026,wk inc flu hosp,11/16/2024,US,US,2612,0.767984597
4/8/2026,wk inc flu hosp,11/23/2024,US,US,3278,0.963803028
4/8/2026,wk inc flu hosp,11/30/2024,US,US,4436,1.304280119
4/8/2026,wk inc flu hosp,12/7/2024,US,US,6517,1.91613921
4/8/2026,wk inc flu hosp,12/14/2024,US,US,9589,2.819373775
4/8/2026,wk inc flu hosp,12/21/2024,US,US,16116,4.738453202
4/8/2026,wk inc flu hosp,12/28/2024,US,US,28640,8.420780572
4/8/2026,wk inc flu hosp,1/4/2025,US,US,39628,11.65149066
4/8/2026,wk inc flu hosp,1/11/2025,US,US,31830,9.358709693
4/8/2026,wk inc flu hosp,1/18/2025,US,US,33679,9.902355757
4/8/2026,wk inc flu hosp,1/25/2025,US,US,41402,12.1730851
4/8/2026,wk inc flu hosp,2/1/2025,US,US,52526,15.44378213
4/8/2026,wk inc flu hosp,2/8/2025,US,US,55556,16.33466779
4/8/2026,wk inc flu hosp,2/15/2025,US,US,47801,14.05452975
4/8/2026,wk inc flu hosp,2/22/2025,US,US,39318,11.56034394
4/8/2026,wk inc flu hosp,3/1/2025,US,US,31911,9.382525448
4/8/2026,wk inc flu hosp,3/8/2025,US,US,24683,7.257336831
4/8/2026,wk inc flu hosp,3/15/2025,US,US,18848,5.541720399
4/8/2026,wk inc flu hosp,3/22/2025,US,US,14033,4.126006067
4/8/2026,wk inc flu hosp,3/29/2025,US,US,9961,2.928749835
4/8/2026,wk inc flu hosp,4/5/2025,US,US,6980,2.052271243
4/8/2026,wk inc flu hosp,4/12/2025,US,US,5060,1.48774964
4/8/2026,wk inc flu hosp,4/19/2025,US,US,3967,1.166383957
4/8/2026,wk inc flu hosp,4/26/2025,US,US,3310,0.973211721
4/8/2026,wk inc flu hosp,5/3/2025,US,US,2542,0.74740308
4/8/2026,wk inc flu hosp,5/10/2025,US,US,2183,0.641849301
4/8/2026,wk inc flu hosp,5/17/2025,US,US,1898,0.558053126
4/8/2026,wk inc flu hosp,5/24/2025,US,US,1744,0.512773789
4/8/2026,wk inc flu hosp,5/31/2025,US,US,1850,0.543940086
4/8/2026,wk inc flu hosp,6/7/2025,US,US,1534,0.451029239
4/8/2026,wk inc flu hosp,6/14/2025,US,US,1518,0.446324892
4/8/2026,wk inc flu hosp,6/21/2025,US,US,1362,0.400457512
4/8/2026,wk inc flu hosp,6/28/2025,US,US,1155,0.339595027
4/8/2026,wk inc flu hosp,7/5/2025,US,US,1001,0.29431569
4/8/2026,wk inc flu hosp,7/12/2025,US,US,969,0.284906996
4/8/2026,wk inc flu hosp,7/19/2025,US,US,860,0.252858634
4/8/2026,wk inc flu hosp,7/26/2025,US,US,891,0.261973306
4/8/2026,wk inc flu hosp,8/2/2025,US,US,798,0.234629291
4/8/2026,wk inc flu hosp,8/9/2025,US,US,762,0.224044511
4/8/2026,wk inc flu hosp,8/16/2025,US,US,774,0.227572771
4/8/2026,wk inc flu hosp,8/23/2025,US,US,799,0.234923313
4/8/2026,wk inc flu hosp,8/30/2025,US,US,909,0.267265696
4/8/2026,wk inc flu hosp,9/6/2025,US,US,979,0.287847213
4/8/2026,wk inc flu hosp,9/13/2025,US,US,1012,0.297549928
4/8/2026,wk inc flu hosp,9/20/2025,US,US,904,0.265795588
4/8/2026,wk inc flu hosp,9/27/2025,US,US,1023,0.300784166
4/8/2026,wk inc flu hosp,10/4/2025,US,US,976,0.286965148
4/8/2026,wk inc flu hosp,10/11/2025,US,US,1016,0.298726015
4/8/2026,wk inc flu hosp,10/18/2025,US,US,1119,0.329010247
4/8/2026,wk inc flu hosp,10/25/2025,US,US,1198,0.352237958
4/8/2026,wk inc flu hosp,11/1/2025,US,US,1354,0.398105338
4/8/2026,wk inc flu hosp,11/8/2025,US,US,1781,0.523652591
4/8/2026,wk inc flu hosp,11/15/2025,US,US,2479,0.728879715
4/8/2026,wk inc flu hosp,11/22/2025,US,US,3577,1.051715506
4/8/2026,wk inc flu hosp,11/29/2025,US,US,5209,1.531558869
4/8/2026,wk inc flu hosp,12/6/2025,US,US,7431,2.184875015
4/8/2026,wk inc flu hosp,12/13/2025,US,US,11118,3.268932905
4/8/2026,wk inc flu hosp,12/20/2025,US,US,21005,6.175925137
4/8/2026,wk inc flu hosp,12/27/2025,US,US,37450,11.01111147
4/8/2026,wk inc flu hosp,1/3/2026,US,US,42451,12.48151383
4/8/2026,wk inc flu hosp,1/10/2026,US,US,29812,8.765373967
4/8/2026,wk inc flu hosp,1/17/2026,US,US,19683,5.787228491
4/8/2026,wk inc flu hosp,1/24/2026,US,US,16740,4.921922722
4/8/2026,wk inc flu hosp,1/31/2026,US,US,15676,4.609083668
4/8/2026,wk inc flu hosp,2/7/2026,US,US,15899,4.6746505
4/8/2026,wk inc flu hosp,2/14/2026,US,US,16169,4.75403635
4/8/2026,wk inc flu hosp,2/21/2026,US,US,14676,4.315062
4/8/2026,wk inc flu hosp,2/28/2026,US,US,11060,3.251879648
4/8/2026,wk inc flu hosp,3/7/2026,US,US,9500,2.793205846
4/8/2026,wk inc flu hosp,3/14/2026,US,US,7692,2.26161467
4/8/2026,wk inc flu hosp,3/21/2026,US,US,5982,1.758837618
4/8/2026,wk inc flu hosp,3/28/2026,US,US,3081,0.905880759
4/8/2026,wk inc flu hosp,4/4/2026,US,US,2547,0.748873188
4/15/2026,wk inc flu hosp,2/5/2022,US,US,1089,0.320189596
4/15/2026,wk inc flu hosp,2/12/2022,US,US,1158,0.340477092
4/15/2026,wk inc flu hosp,2/19/2022,US,US,1490,0.438092285
4/15/2026,wk inc flu hosp,2/26/2022,US,US,1603,0.471316734
4/15/2026,wk inc flu hosp,3/5/2022,US,US,1791,0.526592807
4/15/2026,wk inc flu hosp,3/12/2022,US,US,2086,0.613329199
4/15/2026,wk inc flu hosp,3/19/2022,US,US,2610,0.767396554
4/15/2026,wk inc flu hosp,3/26/2022,US,US,2911,0.855897076
4/15/2026,wk inc flu hosp,4/2/2022,US,US,3000,0.882065004
4/15/2026,wk inc flu hosp,4/9/2022,US,US,3128,0.919699778
4/15/2026,wk inc flu hosp,4/16/2022,US,US,3291,0.967625309
4/15/2026,wk inc flu hosp,4/23/2022,US,US,3449,1.014080733
4/15/2026,wk inc flu hosp,4/30/2022,US,US,3174,0.933224774
4/15/2026,wk inc flu hosp,5/7/2022,US,US,3162,0.929696514
4/15/2026,wk inc flu hosp,5/14/2022,US,US,3112,0.914995431
4/15/2026,wk inc flu hosp,5/21/2022,US,US,3118,0.916759561
4/15/2026,wk inc flu hosp,5/28/2022,US,US,2728,0.80209111
4/15/2026,wk inc flu hosp,6/4/2022,US,US,2674,0.78621394
4/15/2026,wk inc flu hosp,6/11/2022,US,US,2201,0.647141691
4/15/2026,wk inc flu hosp,6/18/2022,US,US,1774,0.521594439
4/15/2026,wk inc flu hosp,6/25/2022,US,US,1365,0.401339577
4/15/2026,wk inc flu hosp,7/2/2022,US,US,1073,0.31548525
4/15/2026,wk inc flu hosp,7/9/2022,US,US,776,0.228160814
4/15/2026,wk inc flu hosp,7/16/2022,US,US,765,0.224926576
4/15/2026,wk inc flu hosp,7/23/2022,US,US,627,0.184351586
4/15/2026,wk inc flu hosp,7/30/2022,US,US,520,0.152891267
4/15/2026,wk inc flu hosp,8/6/2022,US,US,486,0.142894531
4/15/2026,wk inc flu hosp,8/13/2022,US,US,489,0.143776596
4/15/2026,wk inc flu hosp,8/20/2022,US,US,483,0.142012466
4/15/2026,wk inc flu hosp,8/27/2022,US,US,482,0.141718444
4/15/2026,wk inc flu hosp,9/3/2022,US,US,545,0.160241809
4/15/2026,wk inc flu hosp,9/10/2022,US,US,576,0.169356481
4/15/2026,wk inc flu hosp,9/17/2022,US,US,665,0.195524409
4/15/2026,wk inc flu hosp,9/24/2022,US,US,795,0.233747226
4/15/2026,wk inc flu hosp,10/1/2022,US,US,921,0.270793956
4/15/2026,wk inc flu hosp,10/8/2022,US,US,1306,0.383992298
4/15/2026,wk inc flu hosp,10/15/2022,US,US,1670,0.491016186
4/15/2026,wk inc flu hosp,10/22/2022,US,US,2269,0.667135165
4/15/2026,wk inc flu hosp,10/29/2022,US,US,4177,1.228128507
4/15/2026,wk inc flu hosp,11/5/2022,US,US,6397,1.88085661
4/15/2026,wk inc flu hosp,11/12/2022,US,US,8569,2.519471673
4/15/2026,wk inc flu hosp,11/19/2022,US,US,10926,3.212480745
4/15/2026,wk inc flu hosp,11/26/2022,US,US,18142,5.334141101
4/15/2026,wk inc flu hosp,12/3/2022,US,US,26807,7.881838854
4/15/2026,wk inc flu hosp,12/10/2022,US,US,23993,7.054461881
4/15/2026,wk inc flu hosp,12/17/2022,US,US,21563,6.339989227
4/15/2026,wk inc flu hosp,12/24/2022,US,US,19596,5.761648606
4/15/2026,wk inc flu hosp,12/31/2022,US,US,19447,5.717839378
4/15/2026,wk inc flu hosp,1/7/2023,US,US,14055,4.132474544
4/15/2026,wk inc flu hosp,1/14/2023,US,US,7174,2.109311446
4/15/2026,wk inc flu hosp,1/21/2023,US,US,4485,1.318687181
4/15/2026,wk inc flu hosp,1/28/2023,US,US,3088,0.907938911
4/15/2026,wk inc flu hosp,2/4/2023,US,US,2590,0.76151612
4/15/2026,wk inc flu hosp,2/11/2023,US,US,2175,0.639497128
4/15/2026,wk inc flu hosp,2/18/2023,US,US,1904,0.559817256
4/15/2026,wk inc flu hosp,2/25/2023,US,US,1645,0.483665644
4/15/2026,wk inc flu hosp,3/4/2023,US,US,1500,0.441032502
4/15/2026,wk inc flu hosp,3/11/2023,US,US,1369,0.402515664
4/15/2026,wk inc flu hosp,3/18/2023,US,US,1410,0.414570552
4/15/2026,wk inc flu hosp,3/25/2023,US,US,1329,0.390754797
4/15/2026,wk inc flu hosp,4/1/2023,US,US,1292,0.379875995
4/15/2026,wk inc flu hosp,4/8/2023,US,US,1197,0.351943937
4/15/2026,wk inc flu hosp,4/15/2023,US,US,1077,0.316661336
4/15/2026,wk inc flu hosp,4/22/2023,US,US,980,0.288141235
4/15/2026,wk inc flu hosp,4/29/2023,US,US,902,0.265207545
4/15/2026,wk inc flu hosp,5/6/2023,US,US,991,0.291375473
4/15/2026,wk inc flu hosp,5/13/2023,US,US,978,0.287553191
4/15/2026,wk inc flu hosp,5/20/2023,US,US,1116,0.328128181
4/15/2026,wk inc flu hosp,5/27/2023,US,US,973,0.286083083
4/15/2026,wk inc flu hosp,6/3/2023,US,US,939,0.276086346
4/15/2026,wk inc flu hosp,6/10/2023,US,US,935,0.27491026
4/15/2026,wk inc flu hosp,6/17/2023,US,US,873,0.256680916
4/15/2026,wk inc flu hosp,6/24/2023,US,US,813,0.239039616
4/15/2026,wk inc flu hosp,7/1/2023,US,US,836,0.245802114
4/15/2026,wk inc flu hosp,7/8/2023,US,US,699,0.205521146
4/15/2026,wk inc flu hosp,7/15/2023,US,US,736,0.216399948
4/15/2026,wk inc flu hosp,7/22/2023,US,US,644,0.189349954
4/15/2026,wk inc flu hosp,7/29/2023,US,US,767,0.225514619
4/15/2026,wk inc flu hosp,8/5/2023,US,US,687,0.201992886
4/15/2026,wk inc flu hosp,8/12/2023,US,US,703,0.206697233
4/15/2026,wk inc flu hosp,8/19/2023,US,US,737,0.216693969
4/15/2026,wk inc flu hosp,8/26/2023,US,US,791,0.232571139
4/15/2026,wk inc flu hosp,9/2/2023,US,US,873,0.256680916
4/15/2026,wk inc flu hosp,9/9/2023,US,US,803,0.236099399
4/15/2026,wk inc flu hosp,9/16/2023,US,US,818,0.240509724
4/15/2026,wk inc flu hosp,9/23/2023,US,US,878,0.258151025
4/15/2026,wk inc flu hosp,9/30/2023,US,US,1023,0.300784166
4/15/2026,wk inc flu hosp,10/7/2023,US,US,1107,0.325481986
4/15/2026,wk inc flu hosp,10/14/2023,US,US,1214,0.356942305
4/15/2026,wk inc flu hosp,10/21/2023,US,US,1460,0.429271635
4/15/2026,wk inc flu hosp,10/28/2023,US,US,1613,0.47425695
4/15/2026,wk inc flu hosp,11/4/2023,US,US,2010,0.590983553
4/15/2026,wk inc flu hosp,11/11/2023,US,US,2775,0.815910129
4/15/2026,wk inc flu hosp,11/18/2023,US,US,3490,1.026135621
4/15/2026,wk inc flu hosp,11/25/2023,US,US,4379,1.287520884
4/15/2026,wk inc flu hosp,12/2/2023,US,US,5946,1.748252838
4/15/2026,wk inc flu hosp,12/9/2023,US,US,7473,2.197223925
4/15/2026,wk inc flu hosp,12/16/2023,US,US,10266,3.018426444
4/15/2026,wk inc flu hosp,12/23/2023,US,US,15710,4.619080404
4/15/2026,wk inc flu hosp,12/30/2023,US,US,21667,6.370567481
4/15/2026,wk inc flu hosp,1/6/2024,US,US,19502,5.73401057
4/15/2026,wk inc flu hosp,1/13/2024,US,US,15888,4.671416261
4/15/2026,wk inc flu hosp,1/20/2024,US,US,13290,3.907547968
4/15/2026,wk inc flu hosp,1/27/2024,US,US,12978,3.815813207
4/15/2026,wk inc flu hosp,2/3/2024,US,US,11950,3.513558933
4/15/2026,wk inc flu hosp,2/10/2024,US,US,11625,3.418001891
4/15/2026,wk inc flu hosp,2/17/2024,US,US,11114,3.267756818
4/15/2026,wk inc flu hosp,2/24/2024,US,US,10853,3.191017163
4/15/2026,wk inc flu hosp,3/2/2024,US,US,10797,3.174551949
4/15/2026,wk inc flu hosp,3/9/2024,US,US,9408,2.766155853
4/15/2026,wk inc flu hosp,3/16/2024,US,US,7318,2.151650566
4/15/2026,wk inc flu hosp,3/23/2024,US,US,6036,1.774714788
4/15/2026,wk inc flu hosp,3/30/2024,US,US,5571,1.637994712
4/15/2026,wk inc flu hosp,4/6/2024,US,US,5066,1.48951377
4/15/2026,wk inc flu hosp,4/13/2024,US,US,4069,1.196374167
4/15/2026,wk inc flu hosp,4/20/2024,US,US,2938,0.863835661
4/15/2026,wk inc flu hosp,4/27/2024,US,US,2414,0.709768307
4/15/2026,wk inc flu hosp,5/4/2024,US,US,1484,0.436328155
4/15/2026,wk inc flu hosp,5/11/2024,US,US,852,0.250506461
4/15/2026,wk inc flu hosp,5/18/2024,US,US,681,0.200228756
4/15/2026,wk inc flu hosp,5/25/2024,US,US,610,0.179353217
4/15/2026,wk inc flu hosp,6/1/2024,US,US,590,0.173472784
4/15/2026,wk inc flu hosp,6/8/2024,US,US,511,0.150245072
4/15/2026,wk inc flu hosp,6/15/2024,US,US,517,0.152009202
4/15/2026,wk inc flu hosp,6/22/2024,US,US,441,0.129663556
4/15/2026,wk inc flu hosp,6/29/2024,US,US,356,0.104671714
4/15/2026,wk inc flu hosp,7/6/2024,US,US,341,0.100261389
4/15/2026,wk inc flu hosp,7/13/2024,US,US,367,0.107905952
4/15/2026,wk inc flu hosp,7/20/2024,US,US,324,0.09526302
4/15/2026,wk inc flu hosp,7/27/2024,US,US,273,0.080267915
4/15/2026,wk inc flu hosp,8/3/2024,US,US,275,0.080855959
4/15/2026,wk inc flu hosp,8/10/2024,US,US,275,0.080855959
4/15/2026,wk inc flu hosp,8/17/2024,US,US,273,0.080267915
4/15/2026,wk inc flu hosp,8/24/2024,US,US,274,0.080561937
4/15/2026,wk inc flu hosp,8/31/2024,US,US,259,0.076151612
4/15/2026,wk inc flu hosp,9/7/2024,US,US,223,0.065566832
4/15/2026,wk inc flu hosp,9/14/2024,US,US,319,0.093792912
4/15/2026,wk inc flu hosp,9/21/2024,US,US,293,0.086148349
4/15/2026,wk inc flu hosp,9/28/2024,US,US,223,0.065566832
4/15/2026,wk inc flu hosp,10/5/2024,US,US,286,0.084090197
4/15/2026,wk inc flu hosp,10/12/2024,US,US,295,0.086736392
4/15/2026,wk inc flu hosp,10/19/2024,US,US,556,0.163476047
4/15/2026,wk inc flu hosp,10/26/2024,US,US,1087,0.319601553
4/15/2026,wk inc flu hosp,11/2/2024,US,US,1017,0.299020036
4/15/2026,wk inc flu hosp,11/9/2024,US,US,2176,0.63979115
4/15/2026,wk inc flu hosp,11/16/2024,US,US,2612,0.767984597
4/15/2026,wk inc flu hosp,11/23/2024,US,US,3278,0.963803028
4/15/2026,wk inc flu hosp,11/30/2024,US,US,4436,1.304280119
4/15/2026,wk inc flu hosp,12/7/2024,US,US,6517,1.91613921
4/15/2026,wk inc flu hosp,12/14/2024,US,US,9589,2.819373775
4/15/2026,wk inc flu hosp,12/21/2024,US,US,16116,4.738453202
4/15/2026,wk inc flu hosp,12/28/2024,US,US,28640,8.420780572
4/15/2026,wk inc flu hosp,1/4/2025,US,US,39628,11.65149066
4/15/2026,wk inc flu hosp,1/11/2025,US,US,31830,9.358709693
4/15/2026,wk inc flu hosp,1/18/2025,US,US,33679,9.902355757
4/15/2026,wk inc flu hosp,1/25/2025,US,US,41402,12.1730851
4/15/2026,wk inc flu hosp,2/1/2025,US,US,52526,15.44378213
4/15/2026,wk inc flu hosp,2/8/2025,US,US,55556,16.33466779
4/15/2026,wk inc flu hosp,2/15/2025,US,US,47801,14.05452975
4/15/2026,wk inc flu hosp,2/22/2025,US,US,39318,11.56034394
4/15/2026,wk inc flu hosp,3/1/2025,US,US,31911,9.382525448
4/15/2026,wk inc flu hosp,3/8/2025,US,US,24683,7.257336831
4/15/2026,wk inc flu hosp,3/15/2025,US,US,18848,5.541720399
4/15/2026,wk inc flu hosp,3/22/2025,US,US,14033,4.126006067
4/15/2026,wk inc flu hosp,3/29/2025,US,US,9961,2.928749835
4/15/2026,wk inc flu hosp,4/5/2025,US,US,6980,2.052271243
4/15/2026,wk inc flu hosp,4/12/2025,US,US,5060,1.48774964
4/15/2026,wk inc flu hosp,4/19/2025,US,US,3967,1.166383957
4/15/2026,wk inc flu hosp,4/26/2025,US,US,3310,0.973211721
4/15/2026,wk inc flu hosp,5/3/2025,US,US,2542,0.74740308
4/15/2026,wk inc flu hosp,5/10/2025,US,US,2183,0.641849301
4/15/2026,wk inc flu hosp,5/17/2025,US,US,1898,0.558053126
4/15/2026,wk inc flu hosp,5/24/2025,US,US,1744,0.512773789
4/15/2026,wk inc flu hosp,5/31/2025,US,US,1850,0.543940086
4/15/2026,wk inc flu hosp,6/7/2025,US,US,1534,0.451029239
4/15/2026,wk inc flu hosp,6/14/2025,US,US,1518,0.446324892
4/15/2026,wk inc flu hosp,6/21/2025,US,US,1362,0.400457512
4/15/2026,wk inc flu hosp,6/28/2025,US,US,1155,0.339595027
4/15/2026,wk inc flu hosp,7/5/2025,US,US,1001,0.29431569
4/15/2026,wk inc flu hosp,7/12/2025,US,US,969,0.284906996
4/15/2026,wk inc flu hosp,7/19/2025,US,US,860,0.252858634
4/15/2026,wk inc flu hosp,7/26/2025,US,US,891,0.261973306
4/15/2026,wk inc flu hosp,8/2/2025,US,US,798,0.234629291
4/15/2026,wk inc flu hosp,8/9/2025,US,US,762,0.224044511
4/15/2026,wk inc flu hosp,8/16/2025,US,US,774,0.227572771
4/15/2026,wk inc flu hosp,8/23/2025,US,US,799,0.234923313
4/15/2026,wk inc flu hosp,8/30/2025,US,US,909,0.267265696
4/15/2026,wk inc flu hosp,9/6/2025,US,US,979,0.287847213
4/15/2026,wk inc flu hosp,9/13/2025,US,US,1012,0.297549928
4/15/2026,wk inc flu hosp,9/20/2025,US,US,904,0.265795588
4/15/2026,wk inc flu hosp,9/27/2025,US,US,1023,0.300784166
4/15/2026,wk inc flu hosp,10/4/2025,US,US,976,0.286965148
4/15/2026,wk inc flu hosp,10/11/2025,US,US,1016,0.298726015
4/15/2026,wk inc flu hosp,10/18/2025,US,US,1119,0.329010247
4/15/2026,wk inc flu hosp,10/25/2025,US,US,1198,0.352237958
4/15/2026,wk inc flu hosp,11/1/2025,US,US,1354,0.398105338
4/15/2026,wk inc flu hosp,11/8/2025,US,US,1781,0.523652591
